startup_id,month,monthly_revenue_usd,cash_balance_usd,monthly_burn_usd,monthly_churn_rate,customer_acquisition_cost_usd,sales_marketing_spend_usd,new_arr_usd,gross_margin,cac_payback_months,nps,headcount,avg_time_to_fill_days,macro_stress_index,runway_months,mom_revenue_growth,revenue_score,runway_score,retention_score,growth_efficiency_score,customer_sentiment_score,team_capacity_score,board_or_advisory_group,stage,industry,region,governance_score,sharf_score,risk_tier,burn_recommendation,fundraising_readiness,remediation_priority
ST016,2025-01-01,37648.28,604545.62,54865.0,0.0474,3397.03,39742.6,58856.29,0.7791,11.12,35,8,55,0.574,11.02,0.0,33.3,53.5,60.5,61.3,61.1,50.0,True,Pre-seed,Edtech,US Northeast,100.0,57.2,Watch,Hold spend and review runway,Delay and fix blockers,Revenue growth
ST016,2025-02-01,38511.22,547494.86,61555.31,0.038,2091.78,38296.17,10592.54,0.6312,8.26,40,8,57,0.592,8.89,0.0229,42.9,39.3,68.3,75.0,66.7,47.1,True,Pre-seed,Edtech,US Northeast,100.0,59.0,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST016,2025-03-01,41969.09,488933.34,64956.86,0.0448,2245.28,12842.75,45220.21,0.9,5.71,33,8,60,0.6,7.53,0.0898,70.8,30.2,62.7,87.1,58.9,42.9,True,Pre-seed,Edtech,US Northeast,100.0,61.5,Watch,Hold spend and review runway,Prepare for outreach,Runway
ST016,2025-04-01,44092.99,439903.34,51327.69,0.0314,3189.81,41967.03,26776.62,0.7901,8.79,51,7,63,0.595,8.57,0.0506,54.4,37.1,73.8,72.4,78.9,38.6,True,Pre-seed,Edtech,US Northeast,100.0,61.6,Watch,Hold spend and review runway,Prepare for outreach,Runway
ST016,2025-05-01,46106.53,385541.55,59206.44,0.0555,2540.31,23879.41,25265.86,0.6768,6.84,36,7,39,0.58,6.51,0.0457,52.4,23.4,53.8,81.7,62.2,72.9,True,Pre-seed,Edtech,US Northeast,100.0,57.1,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST016,2025-06-01,44086.36,332324.57,57655.85,0.0457,3246.02,32862.08,2645.18,0.7005,8.83,31,7,56,0.557,5.76,-0.0438,15.1,18.4,61.9,72.2,56.7,48.6,True,Pre-seed,Edtech,US Northeast,100.0,46.7,Critical,Reduce burn immediately,Delay and fix blockers,Revenue growth
ST016,2025-07-01,47521.14,283066.3,55803.14,0.0512,3027.69,52030.1,44428.67,0.7928,6.75,32,7,38,0.532,5.07,0.0779,65.8,13.8,57.3,82.1,57.8,74.3,True,Pre-seed,Edtech,US Northeast,100.0,57.5,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST016,2025-08-01,46708.34,229428.94,61438.21,0.0346,2937.01,20873.18,2802.5,0.642,8.23,58,6,58,0.512,3.73,-0.0171,26.2,4.9,71.2,75.1,86.7,45.7,True,Pre-seed,Edtech,US Northeast,100.0,50.1,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST016,2025-09-01,49966.96,189641.55,46900.02,0.0308,1716.63,13335.75,41831.51,0.8778,2.82,40,6,50,0.501,4.04,0.0698,62.4,6.9,74.3,100.0,66.7,57.1,True,Pre-seed,Edtech,US Northeast,100.0,60.0,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST016,2025-10-01,51374.85,140939.54,57466.4,0.0463,2324.55,21116.74,17370.72,0.6274,5.19,34,6,54,0.502,2.45,0.0282,45.1,0.0,61.4,89.6,60.0,51.4,True,Pre-seed,Edtech,US Northeast,100.0,50.6,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST016,2025-11-01,49670.09,94950.08,50661.97,0.0386,2739.98,23114.3,2980.21,0.771,5.15,36,6,66,0.515,1.87,-0.0332,19.5,0.0,67.8,89.8,62.2,34.3,True,Pre-seed,Edtech,US Northeast,100.0,45.9,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST016,2025-12-01,53647.83,50994.37,48832.06,0.0536,2628.54,53158.49,51555.58,0.7904,4.46,44,6,55,0.536,1.04,0.0801,66.7,0.0,55.3,93.0,71.1,50.0,True,Pre-seed,Edtech,US Northeast,100.0,55.0,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST017,2025-01-01,91755.36,2580490.91,83136.76,0.0036,6999.64,46645.73,5505.32,0.6562,13.95,41,10,58,0.574,31.04,0.0,33.3,100.0,97.0,47.9,67.8,45.7,True,Series A,SaaS,US Midwest,100.0,72.7,Stable,Maintain planned spend,Prepare for outreach,Revenue growth
ST017,2025-02-01,98002.8,2498759.47,91635.17,0.0014,6268.14,126576.57,80073.75,0.7486,10.25,49,10,60,0.592,27.27,0.0681,61.7,100.0,98.8,65.5,76.7,42.9,True,Series A,SaaS,US Midwest,100.0,81.2,Stable,Maintain planned spend,Ready for outreach,Team capacity
ST017,2025-03-01,102230.74,2432226.72,78324.89,0.0094,7449.25,89599.1,52924.09,0.6981,12.53,51,10,55,0.6,31.05,0.0431,51.3,100.0,92.2,54.6,78.9,50.0,True,Series A,SaaS,US Midwest,100.0,77.5,Stable,Maintain planned spend,Ready for outreach,Team capacity
ST017,2025-04-01,119542.55,2383949.58,67279.35,0.0,6371.32,120480.84,242920.88,0.8077,7.92,56,9,52,0.595,35.43,0.1693,100.0,100.0,100.0,76.6,84.4,54.3,True,Series A,SaaS,US Midwest,100.0,91.5,Stable,Maintain planned spend,Ready for outreach,Team capacity
ST017,2025-05-01,142211.2,2325513.72,66634.38,0.0,6745.77,92471.92,323607.21,0.7108,7.21,46,9,62,0.58,34.9,0.1896,100.0,100.0,100.0,80.0,73.3,40.0,True,Series A,SaaS,US Midwest,100.0,89.7,Stable,Maintain planned spend,Ready for outreach,Team capacity
ST017,2025-06-01,141438.74,2282748.57,53256.61,0.0139,5779.71,72391.73,8486.32,0.7942,5.56,36,9,42,0.557,42.86,-0.0054,31.1,100.0,88.4,87.8,62.2,68.6,True,Series A,SaaS,US Midwest,100.0,77.7,Stable,Hold spend and review runway,Ready for outreach,Revenue growth
ST017,2025-07-01,157414.64,2232018.03,60397.17,0.0452,5278.58,54634.38,213365.13,0.6809,5.32,37,9,40,0.532,36.96,0.113,80.4,100.0,62.3,89.0,63.3,71.4,True,Series A,SaaS,US Midwest,100.0,82.9,Stable,Maintain planned spend,Ready for outreach,Retention
ST017,2025-08-01,161367.04,2198004.52,47395.68,0.0146,6492.91,104622.96,48619.61,0.7882,5.51,58,12,55,0.512,46.38,0.0251,43.8,100.0,87.8,88.0,86.7,50.0,True,Series A,SaaS,US Midwest,100.0,80.9,Stable,Maintain planned spend,Ready for outreach,Revenue growth
ST017,2025-09-01,151566.0,2154151.81,68696.61,0.0099,5953.27,84131.29,9093.96,0.9,6.28,45,12,41,0.501,31.36,-0.0607,8.0,100.0,91.8,84.4,72.2,70.0,True,Series A,SaaS,US Midwest,100.0,74.8,Stable,Hold spend and review runway,Prepare for outreach,Revenue growth
ST017,2025-10-01,149555.65,2079398.58,86060.35,0.0066,6218.9,67608.86,8973.34,0.7228,8.28,36,12,50,0.502,24.16,-0.0133,27.8,100.0,94.5,74.9,62.2,57.1,True,Series A,SaaS,US Midwest,100.0,75.4,Stable,Hold spend and review runway,Ready for outreach,Revenue growth
ST017,2025-11-01,156517.93,2020363.48,77481.91,0.0,6455.12,79363.63,87436.76,0.7889,7.53,48,12,64,0.515,26.08,0.0466,52.7,100.0,100.0,78.4,75.6,37.1,True,Series A,SaaS,US Midwest,100.0,81.0,Stable,Maintain planned spend,Ready for outreach,Team capacity
ST017,2025-12-01,174109.27,1938018.79,93914.82,0.0032,6165.72,121952.67,234821.59,0.6881,7.41,45,12,44,0.536,20.64,0.1124,80.2,100.0,97.3,79.0,72.2,65.7,True,Series A,SaaS,US Midwest,100.0,87.5,Stable,Maintain planned spend,Ready for outreach,Team capacity
ST018,2025-01-01,57052.31,639549.29,63899.09,0.0282,4524.77,29822.34,114325.7,0.6661,10.0,55,7,50,0.574,10.01,0.0,33.3,46.7,76.5,66.7,83.3,57.1,False,Seed,SaaS,US Midwest,45.0,56.2,Watch,Hold spend and review runway,Delay and fix blockers,Revenue growth
ST018,2025-02-01,56878.26,591019.13,56610.51,0.0351,4177.14,23692.31,3412.7,0.7794,7.92,38,7,42,0.592,10.44,-0.0031,32.0,49.6,70.8,76.6,64.4,68.6,False,Seed,SaaS,US Midwest,45.0,56.1,Watch,Hold spend and review runway,Delay and fix blockers,Revenue growth
ST018,2025-03-01,59352.37,535823.74,64000.04,0.0638,2351.01,24730.18,30980.75,0.8227,4.04,54,7,54,0.6,8.37,0.0435,51.5,35.8,46.8,95.0,82.2,51.4,False,Seed,SaaS,US Midwest,45.0,55.5,Watch,Hold spend and review runway,Delay and fix blockers,Runway
ST018,2025-04-01,65656.14,480935.4,58843.25,0.0526,3552.22,35120.97,83679.54,0.7782,5.84,58,10,49,0.595,8.17,0.1062,77.6,34.5,56.2,86.5,86.7,58.6,False,Seed,SaaS,US Midwest,45.0,61.2,Watch,Hold spend and review runway,Prepare for outreach,Runway
ST018,2025-05-01,67077.97,403669.92,84135.98,0.0684,3725.49,31861.54,17431.38,0.4949,13.47,66,10,45,0.58,4.8,0.0217,42.4,12.0,43.0,50.1,95.6,64.3,False,Seed,SaaS,US Midwest,45.0,43.6,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST018,2025-06-01,62906.33,325742.99,87833.36,0.0631,3902.17,77106.93,3774.38,0.769,9.68,67,10,63,0.557,3.71,-0.0622,7.4,4.7,47.4,68.2,96.7,38.6,False,Seed,SaaS,US Midwest,45.0,36.8,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST018,2025-07-01,60406.97,249764.76,84714.57,0.0514,4284.43,84246.1,3624.42,0.8142,10.45,43,10,45,0.532,2.95,-0.0397,16.8,0.0,57.2,64.5,70.0,64.3,False,Seed,SaaS,US Midwest,45.0,37.8,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST018,2025-08-01,62252.43,184278.38,70498.41,0.0478,3841.86,51140.02,22822.14,0.7005,10.57,51,11,66,0.512,2.61,0.0306,46.1,0.0,60.2,64.0,78.9,34.3,False,Seed,SaaS,US Midwest,45.0,42.0,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST018,2025-09-01,66104.31,98602.29,93086.01,0.0536,3908.83,37041.59,49082.62,0.7693,10.15,56,11,77,0.501,1.06,0.0619,59.1,0.0,55.3,66.0,84.4,18.6,False,Seed,SaaS,US Midwest,45.0,43.2,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST018,2025-10-01,68260.32,17850.53,86875.57,0.0544,2325.35,46101.81,26715.93,0.7813,5.76,63,11,53,0.502,0.21,0.0326,46.9,0.0,54.7,86.9,92.2,52.9,False,Seed,SaaS,US Midwest,45.0,47.3,Critical,Reduce burn immediately,Delay and fix blockers,Runway
ST018,2025-11-01,75246.03,0.0,75993.17,0.0502,3369.11,73386.6,92407.38,0.7468,7.91,60,11,63,0.515,0.0,0.1023,76.0,0.0,58.2,76.6,88.9,38.6,False,Seed,SaaS,US Midwest,45.0,50.2,Watch,Reduce burn immediately,Delay and fix blockers,Runway
ST018,2025-12-01,82286.32,0.0,88886.88,0.0483,4091.17,38373.08,92388.06,0.6624,9.91,48,11,69,0.536,0.0,0.0936,72.3,0.0,59.8,67.1,75.6,30.0,False,Seed,SaaS,US Midwest,45.0,46.4,Critical,Reduce burn immediately,Delay and fix blockers,Runway
